name,price,count,meta_category_id
Аккаунты IG | 30 000+ подписчиков. Дата регистрации - 02.2024. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/luxury_5374,50.01,1,1
Аккаунты IG | 14000+ подписчиков. Год регистрации - 2022. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Jeremie_emie09,51.80,1,1
Аккаунты IG | 30000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/ceigrenocalyabusteva,51.80,1,1
Аккаунты IG | 30000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/egejchenkotutarciva,53.65,1,1
Аккаунты IG | 30000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/afryutenkakapitannikiva,55.50,1,1
Аккаунты IG | 12000+ подписчиков. Дата регистрации - 01.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/flav.l3ns,55.50,1,1
Аккаунты IG | 15500 + подписчиков. Год регистрации - 2022. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/zabim_atin467,57.35,1,1
Аккаунты IG | 30 000+ подписчиков. Год регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/belocubocebulikivskij,57.35,1,1
Аккаунты IG | 30000+ подписчиков. Год регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/remyshecsrijavhadeev,59.20,1,1
"Аккаунты IG | 40000+ подписчиков. Год регистрации - 2015. В комплекте почта(gmail.com, родная). Профиль частично заполнен.",64.75,0,1
Аккаунты IG | 50 000+ подписчиков. Год регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/rleshchepidibraztin,64.75,1,1
Аккаунты IG | 30000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/beshketyacino,64.75,1,1
Аккаунты IG | 21500+ подписчиков. Дата регистрации - 06.2020. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/gesti_gertansi,68.45,0,1
Аккаунты IG | 50000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/celenrocsrijherodinova,72.15,1,1
"Аккаунты IG | 50000+ подписчиков. Год регистрации - 2015. В комплекте почта(gmail.com, родная). Профиль частично заполнен.",72.15,1,1
Аккаунты IG | 50000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/signeeztanabergeniv,74,1,1
Аккаунты IG | 50 000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/gerfunrellakina,77.70,1,1
Аккаунты IG | 10000+ подписчиков. Дата регистрации - 11.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/ANIMECLOUDXV,81.40,1,1
Аккаунты IG | 10000+ подписчиков. Дата регистрации - 07.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/marinaellish,81.40,1,1
Аккаунты IG | 50 000+ подписчиков. Год регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/cetefogajtota,81.40,1,1
Аккаунты IG | 10000+ подписчиков. Дата регистрации - 07.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/PETDOGSXV,81.40,1,1
Аккаунты IG | 10000+ подписчиков. Дата регистрации - 04.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/BTCLIFESTYLEXV,81.40,0,1
Аккаунты IG | 50000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/cekirkolikunov,83.25,1,1
"Аккаунты IG | 50 000+ подписчиков. Подтверждены по SMS. В комплекте почта(mail.ru, родная). Профиль не заполнен.",83.25,1,1
Аккаунты IG | 50000+ подписчиков. Дата регистрации - 01.2024. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/rich_luxurry556,90.65,1,1
Аккаунты IG | 100 000+ подписчиков. В комплекте почта(родная). Профиль частично заполнен.,90.65,0,1
Аккаунты IG | 50 000+ подписчиков. Год регистрации - 2016. Подтверждены по SMS. В комплекте почта(родная). Профиль не заполнен.,92.50,0,1
Аккаунты IG | 10 000+ подписчиков. Дата регистрации - 12.2022. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Luna_44magik,92.50,1,1
Аккаунты IG | 50 000+ подписчиков. Год регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/gelmetdinoczhelyabovskij,92.50,1,1
"Аккаунты IG | 50 000+ подписчиков. В комплекте почта(outlook.com/hotmail.com, родная). Профиль частично заполнен.",95.00,0,1
Аккаунты IG | 50000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/fricenkinakaganskaya,101.75,1,1
Аккаунты IG | 100 000+ подписчиков. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/lobbanovv,129.50,1,1
Аккаунты IG | 100 000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/kerginnius,148,1,1
Аккаунты IG | 100 000+ подписчиков. Дата регистрации - 07.2021. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/abolinsyantivskaya,157.25,1,1
Аккаунты IG | 20000+ подписчиков. Дата регистрации - 04.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/saidulmaxt,162.80,1,1
Аккаунты IG | 30 000+ подписчиков. Год регистрации 2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/ghvhffcc,166.50,1,1
Аккаунты IG | 50000+ подписчиков. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/yanato403,166.50,1,1
Аккаунты IG | 20000+ подписчиков. Дата регистрации - 12.2022. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Ann_SUnett,185,1,1
Аккаунты IG | 25000+ подписчиков. Дата регистрации - 12.2022. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/uliya_neett,231.25,1,1
Аккаунты IG | 70000+ подписчиков. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/ta_ja676,240.50,0,1
Аккаунты IG | 85000+ подписчиков. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/casji58,286.75,0,1
Аккаунты IG | 30 000+ подписчиков. Дата регистрации - 05.2016. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/sfhkklfjkl,305.25,1,1
Аккаунты IG | 200 000+ подписчиков. Дата регистрации - 07.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/edinorog.vip,462.50,1,1
Аккаунты IG | 100 000+ подписчиков. Дата регистрации - 09.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/markrichmondx,536.50,1,1
Аккаунты IG | 100 000+ подписчиков. Дата регистрации - 07.2023. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/nftxxcollector,536.50,1,1
Аккаунты IG | 300 000+ подписчиков. Дата регистрации - 07.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Rich_LifeGuide589,555,1,1
Аккаунты IG | 300 000+ подписчиков. Дата регистрации - 07.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Luxe_GlobeTrotter723,740,1,1
Аккаунты IG | 300 000+ подписчиков. Дата регистрации - 02.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/lizaantonova473,832.50,1,1
Аккаунты IG | 500 000+ подписчиков. Дата регистрации - 07.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Elite_Elegance789,925,1,1
Аккаунты IG | 500 000+ подписчиков. Дата регистрации - 04.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/fokina4271,1110,1,1
Аккаунты IG | 690 000+ подписчиков. Дата регистрации - 05.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/ritaivanova9982,1387.50,1,1
Аккаунты IG | 500 000+ подписчиков. Дата регистрации - 02.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/ninaegorova473,1387.50,1,1
Аккаунты IG | 690 000+ подписчиков. Год регистрации - 2022. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/sysoeva7639,1387.50,1,1
Аккаунты IG | 1 000 000+ подписчиков. Дата регистрации - 01.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/violastaresp,2220,1,1
Аккаунты IG | 1 000 000+ подписчиков. Дата регистрации - 04.2019. В комплекте почта(родная). Ссылка на саму страницу: instagram.com/Chic_ClassyCruiser921,2590,1,1
"1 лайк на фото в Instagram. Качество аккаунтов, которые делают лайки: плохое (офферы + боты). После накрутки от 10% (более вероятно) до 70% (менее вероятно) лайков может быть удалено. Начало выполнения заказа: сразу после подтверждения оплаты.",0.001,300000,1
"1 лайк на фото в Instagram. Качество аккаунтов, которые делают лайки: среднее (офферы + боты). После накрутки от 0% (более вероятно) до 20% (менее вероятно) лайков может быть удалено. Начало выполнения заказа: сразу после подтверждения оплаты.",0.001,50000,1
"1 лайк на фото в Instagram. Качество аккаунтов, которые делают лайки: среднее (офферы + боты). После накрутки от 0% (более вероятно) до 10% (менее вероятно) лайков может быть удалено. Начало выполнения заказа: сразу после подтверждения оплаты.",0.001,30000,1
"1 лайк на фото в Instagram. Качество аккаунтов, которые делают лайки: хорошее (живые + офферы + боты). После накрутки от 0% (более вероятно) до 10% (менее вероятно) лайков может быть удалено. Начало выполнения заказа: сразу после подтверждения оплаты.",0.001,500000,1
"1 подписчик в instagram. качество аккаунтов, которые подписываются: плохое (офферы + боты). после накрутки от 30% (более вероятно) до 70% (менее вероятно) может быть отписано. начало выполнения заказа: сразу после подтверждения оплаты.",0.001,1000000,1
"1 подписчик в instagram. качество аккаунтов, которые подписываются: хорошее (офферы + боты). после накрутки от 10% (более вероятно) до 30% (менее вероятно) может быть отписано. начало выполнения заказа: сразу после подтверждения оплаты.",0.002,1000000,1
"1 подписчик в instagram. качество аккаунтов, которые подписываются: среднее (офферы + боты). после накрутки от 15% (более вероятно) до 50% (менее вероятно) может быть отписано. начало выполнения заказа: сразу после подтверждения оплаты.",0.002,200000,1
"1 подписчик в instagram. качество аккаунтов, которые подписываются: отличное (офферы + боты). после накрутки от 10% (более вероятно) до 30% (менее вероятно) может быть отписано. начало выполнения заказа: сразу после подтверждения оплаты.",0.003,150000,1
